season,week,slate,captain_position,captain_name,captain_team,captain_salary,captain_actual_points_base,optimal_lineup_points,game_total_line,game_spread_abs,max_team_implied_total,min_team_implied_total,implied_total_diff,has_vegas_line,pool_size,team_count,team1_player_count,team2_player_count,qb_count,rb_count,wr_count,te_count,k_count,dst_count,top_qb_proj_mean,top_rb_proj_mean,top_wr_proj_mean,top_te_proj_mean,top_k_proj_mean,top_dst_proj_mean,top_qb_salary,top_rb_salary,top_wr_salary,top_te_salary,top_k_salary,top_dst_salary
2024,16,saturday_kc_vs_hou,QB,Patrick Mahomes,KC,15600,23.7,127.31,42.5,3.5,23.0,19.5,3.5,1.0,62.0,2.0,32.0,30.0,7.0,13.0,23.0,14.0,3.0,2.0,23.986562499999998,16.52382608695652,16.826708860759492,16.87340206185567,9.088235294117647,6.932084309133489,10400.0,10800.0,11000.0,8600.0,5200.0,5000.0
2024,16,saturday_pit_vs_bal,TE,Isaiah Likely,BAL,4800,11.9,109.72999999999999,44.5,7.0,25.75,18.75,7.0,1.0,52.0,2.0,27.0,25.0,6.0,11.0,21.0,10.0,2.0,2.0,20.052033898305083,16.888489208633093,13.7625,12.448598130841122,9.237837837837839,8.742459396751741,12200.0,12000.0,10600.0,6400.0,5400.0,4400.0
2024,16,sunday_det_vs_chi,WR,Keenan Allen,CHI,12000,32.1,163.95,47.5,7.0,27.25,20.25,7.0,1.0,51.0,2.0,27.0,24.0,6.0,11.0,19.0,10.0,3.0,2.0,17.887142857142855,17.909374999999997,18.567384615384615,12.681818181818182,9.285714285714286,7.651219512195122,9800.0,11000.0,10800.0,6600.0,5000.0,4400.0
2024,16,sunday_night,QB,Baker Mayfield,TB,14400,26.32,125.88000000000001,47.5,4.5,26.0,21.5,4.5,1.0,54.0,2.0,27.0,27.0,7.0,11.0,21.0,11.0,2.0,2.0,20.6368992248062,16.07525179856115,18.195238095238093,8.697560975609756,10.5,7.383693045563549,9600.0,9400.0,10600.0,5400.0,5200.0,4400.0
2024,17,monday_night,WR,Ricky Pearsall,SF,5400,31.700000000000003,183.85000000000002,50.5,4.0,27.25,23.25,4.0,1.0,52.0,2.0,28.0,24.0,7.0,13.0,19.0,8.0,3.0,2.0,17.961276595744682,23.17901960784313,18.57393939393939,13.675609756097558,9.266666666666667,6.625882352941177,9800.0,11600.0,10600.0,9000.0,5000.0,4400.0
2024,17,saturday_night_ari_vs_lar,TE,Trey McBride,ARI,13800,33.3,129.29,48.0,6.5,27.25,20.75,6.5,1.0,48.0,2.0,25.0,23.0,6.0,10.0,17.0,10.0,3.0,2.0,20.8120987654321,16.233333333333334,19.682142857142857,10.44186046511628,7.841520912547527,6.633333333333334,10000.0,10600.0,11000.0,9200.0,5400.0,4600.0
2024,17,saturday_night_lac_vs_ne,WR,Ladd McConkey,LAC,15900,29.4,126.03999999999999,42.0,6.0,24.0,18.0,6.0,1.0,53.0,2.0,28.0,25.0,6.0,11.0,20.0,11.0,3.0,2.0,20.628974358974357,12.865789473684211,14.571428571428571,9.7141592920354,11.25,8.207207207207206,10000.0,8600.0,10600.0,7200.0,5800.0,5400.0
2024,17,sunday_night_atl_vs_was,TE,Zach Ertz,WAS,6600,25.2,156.68,46.5,3.5,25.0,21.5,3.5,1.0,55.0,2.0,28.0,27.0,7.0,12.0,19.0,11.0,4.0,2.0,22.054666666666666,17.371875,14.40625,11.512716763005782,8.597826086956522,6.090686274509804,11800.0,11000.0,10200.0,4800.0,5200.0,4200.0
2024,17,thursday_night_sea_vs_chi,DST,Seahawks,SEA,6000,16.0,79.2,43.5,3.5,23.5,20.0,3.5,1.0,52.0,2.0,27.0,25.0,7.0,11.0,19.0,11.0,2.0,2.0,17.269333333333336,14.707142857142859,17.27089743589744,7.978750000000001,8.01923076923077,7.632603406326034,9600.0,8600.0,10200.0,4400.0,5000.0,4000.0
2024,17,wednesday_night_hou_vs_bal,QB,Lamar Jackson,BAL,16500,29.42,119.23000000000002,46.5,5.5,26.0,20.5,5.5,1.0,56.0,2.0,30.0,26.0,7.0,14.0,20.0,11.0,2.0,2.0,20.06403361344538,16.938571428571425,16.826708860759492,12.46111111111111,9.250224215246638,8.75462962962963,11000.0,11200.0,11400.0,5800.0,5400.0,4200.0
2024,17,wednesday_night_kc_vs_pit,WR,Xavier Worthy,KC,12900,22.9,134.64999999999998,43.5,3.0,23.25,20.25,3.0,1.0,56.0,2.0,31.0,25.0,6.0,10.0,23.0,12.0,3.0,2.0,23.984341085271318,13.875882352941176,16.36469945355191,16.827897435897437,9.094890510948906,8.155813953488373,10400.0,7800.0,9600.0,8200.0,5400.0,5000.0
2024,19,saturday_night_pit_vs_bal,RB,Derrick Henry,BAL,18300,33.6,125.4,44.5,9.5,27.0,17.5,9.5,1.0,52.0,2.0,27.0,25.0,6.0,11.0,21.0,10.0,2.0,2.0,20.165454545454544,17.12676056338028,13.340000000000002,12.50909090909091,9.230222222222222,8.783410138248849,12000.0,12200.0,10200.0,6400.0,5000.0,5800.0
2025,1,friday,QB,Justin Herbert,LAC,14700,30.919999999999998,140.8,47.5,3.0,25.25,22.25,3.0,1.0,53.0,2.0,28.0,25.0,6.0,14.0,17.0,12.0,2.0,2.0,24.002556390977446,13.775492957746478,17.128227848101268,16.800703517587944,9.319148936170214,6.89607390300231,10000.0,8000.0,10600.0,8600.0,5000.0,4400.0
2025,1,thursday,RB,Javonte Williams,DAL,8100,20.4,114.17999999999999,47.5,8.5,28.0,19.5,8.5,1.0,65.0,2.0,35.0,30.0,8.0,14.0,25.0,14.0,2.0,2.0,20.999999999999996,19.707291666666666,18.222352941176467,10.116346153846154,10.6,7.596810933940774,11000.0,11200.0,10800.0,6400.0,4800.0,4600.0
2025,5,monday_night,QB,Patrick Mahomes,KC,15900,30.72,133.72,45.5,3.5,24.5,21.0,3.5,1.0,52.0,2.0,28.0,24.0,6.0,12.0,18.0,12.0,2.0,2.0,23.955474452554746,13.11130434782609,15.80952380952381,16.662758620689655,8.965753424657533,6.887871853546911,10600.0,9800.0,10200.0,7600.0,5400.0,4400.0
2025,5,sunday_late,WR,Stefon Diggs,NE,11700,27.6,122.62,49.5,7.5,28.5,21.0,7.5,1.0,48.0,2.0,25.0,23.0,6.0,13.0,16.0,8.0,3.0,2.0,24.441250000000004,12.36393442622951,16.67851851851852,9.755084745762716,8.389473684210527,8.164444444444445,12000.0,11400.0,8200.0,7600.0,5000.0,4200.0
2025,7,thursday_night,TE,Pat Freiermuth,PIT,4500,31.1,181.09,45.5,5.5,25.5,20.0,5.5,1.0,53.0,2.0,27.0,26.0,9.0,11.0,16.0,13.0,2.0,2.0,21.046666666666663,10.908823529411766,20.29893333333333,8.957575757575759,8.430787878787878,8.114155251141552,9800.0,8400.0,12000.0,4000.0,5400.0,5800.0
2025,8,thursday_night,QB,Justin Herbert,LAC,15600,26.279999999999998,127.22,45.5,3.0,24.25,21.25,3.0,1.0,55.0,2.0,28.0,27.0,6.0,15.0,18.0,12.0,2.0,2.0,20.742500000000003,16.0,20.21835294117647,12.160000000000002,9.35,6.684705882352941,10400.0,8600.0,11800.0,5800.0,5400.0,4400.0
2025,9,monday_night,QB,Jacoby Brissett,ARI,12900,24.839999999999996,115.75999999999999,53.5,3.5,28.5,25.0,3.5,1.0,51.0,2.0,26.0,25.0,6.0,12.0,17.0,12.0,2.0,2.0,20.64181818181818,14.955454545454545,18.344943820224717,11.825000000000001,10.674418604651162,6.612676056338028,10400.0,10000.0,10800.0,9000.0,5400.0,3800.0
2025,9,sunday_night,QB,Sam Darnold,SEA,15900,31.200000000000003,134.32,47.5,2.5,25.0,22.5,2.5,1.0,54.0,2.0,29.0,25.0,7.0,13.0,19.0,11.0,2.0,2.0,21.7416,15.670247933884296,17.6125,11.571505376344087,8.592233009708737,7.400911161731207,11600.0,7600.0,12000.0,6200.0,5000.0,4000.0
2025,9,thursday_night,QB,Lamar Jackson,BAL,17700,25.56,112.53999999999999,51.5,7.5,29.5,22.0,7.5,1.0,52.0,2.0,29.0,23.0,6.0,13.0,18.0,10.0,3.0,2.0,20.303464566929136,18.243243243243242,18.55,12.174789915966386,8.571428571428571,8.627539503386005,11800.0,11400.0,10400.0,5000.0,5400.0,4000.0
2025,10,monday_night,RB,Josh Jacobs,GB,15900,20.7,85.85,45.5,1.5,23.5,22.0,1.5,1.0,54.0,2.0,28.0,26.0,7.0,10.0,20.0,12.0,3.0,2.0,21.115913978494625,19.44903846153846,16.190825688073396,10.414414414414415,7.818181818181818,7.572706935123042,11000.0,10800.0,9200.0,7400.0,5000.0,4000.0
2025,10,sunday_night,WR,Ladd McConkey,LAC,14100,23.700000000000003,103.65,45.5,3.0,24.25,21.25,3.0,1.0,52.0,2.0,26.0,26.0,7.0,13.0,17.0,11.0,2.0,2.0,20.966064981949458,16.0,16.977604790419164,13.042857142857144,9.410714285714286,8.08843537414966,10600.0,9000.0,9400.0,7000.0,5400.0,4800.0
2025,11,monday_night,WR,George Pickens,DAL,13500,32.4,127.52,48.5,3.5,26.0,22.5,3.5,1.0,52.0,2.0,26.0,26.0,7.0,11.0,18.0,11.0,3.0,2.0,20.60159420289855,15.033333333333335,18.313333333333333,15.878260869565219,10.522727272727273,6.622950819672131,10400.0,10000.0,11000.0,8000.0,5400.0,4200.0
2025,11,thursday_night,RB,TreVeyon Henderson,NE,15900,32.3,126.53,43.5,12.5,28.0,15.5,12.5,1.0,56.0,2.0,28.0,28.0,6.0,16.0,22.0,8.0,2.0,2.0,17.73217391304348,16.552244897959184,16.595357142857143,9.591935483870968,7.74609375,8.140350877192983,12000.0,10600.0,9800.0,5400.0,5000.0,6600.0
2025,12,sunday_night,WR,Davante Adams,LAR,14700,23.2,118.82000000000001,49.5,7.0,28.25,21.25,7.0,1.0,54.0,2.0,29.0,25.0,6.0,10.0,21.0,12.0,3.0,2.0,18.882066115702482,16.39795918367347,20.152500000000003,8.018333333333334,7.98936170212766,7.341067285382831,10800.0,10000.0,11800.0,5400.0,5000.0,4800.0
2025,16,monday_night,WR,Alec Pierce,IND,10500,24.6,153.20000000000002,46.5,4.5,25.5,21.0,4.5,1.0,56.0,2.0,28.0,28.0,9.0,12.0,21.0,9.0,3.0,2.0,18.150000000000002,23.400517241379312,12.852564102564102,13.717164179104477,9.11111111111111,6.70561797752809,10400.0,11800.0,8000.0,8400.0,5000.0,4800.0
2025,17,monday_night,RB,Bijan Robinson,ATL,17700,42.9,137.51,48.5,7.5,28.0,20.5,7.5,1.0,52.0,2.0,28.0,24.0,8.0,8.0,20.0,11.0,3.0,2.0,18.983967611336038,19.583673469387755,21.22444444444445,7.319565217391305,8.571428571428571,6.690205011389522,10800.0,11800.0,12200.0,8800.0,5000.0,5200.0
2025,17,sunday_late,QB,Josh Allen,BUF,17100,24.18,95.47,45.5,3.0,24.25,21.25,3.0,1.0,49.0,2.0,25.0,24.0,6.0,10.0,18.0,9.0,4.0,2.0,24.377410071942446,19.16576576576576,16.343103448275862,10.427118644067797,8.389473684210527,7.5881057268722465,11400.0,11000.0,10000.0,5400.0,4800.0,4000.0
2025,17,sunday_night,WR,Luther Burden III,CHI,10200,30.8,180.51999999999998,51.5,3.5,27.5,24.0,3.5,1.0,52.0,2.0,28.0,24.0,7.0,12.0,20.0,9.0,2.0,2.0,18.409433962264153,23.504786324786323,13.973488372093023,13.819259259259258,7.617485029940119,7.623831775700935,10600.0,11800.0,8800.0,9000.0,5400.0,4000.0
